home_goals;guest_goals;home_guess_rel;draw_guess_rel;guest_guess_rel;home_guess;draw_guess;guest_guess;year;league;int_id
2;0;0.980633802816901;0.01056338028169;0.008802816901408;3342;36;30;2019;1;2195
1;2;0.43034140969163;0.360958149779736;0.208700440528634;1563;1311;758;2019;1;2196
2;2;0.822831308279175;0.139870019779599;0.037298671941226;2912;495;132;2019;1;2197
1;1;0.395987908766144;0.308876064852982;0.295136026380874;1441;1124;1074;2019;1;2212
2;2;0.080747047514419;0.174127986816809;0.745124965668772;294;634;2713;2019;1;2232
1;1;0.855068493150685;0.092602739726027;0.052328767123288;3121;338;191;2019;1;2233
2;0;0.784745762711864;0.142937853107345;0.072316384180791;2778;506;256;2019;1;2240
2;1;0.009604519774011;0.020056497175141;0.970338983050847;34;71;3435;2019;1;2246
2;1;0.771825396825397;0.155045351473923;0.07312925170068;2723;547;258;2019;1;2234
1;1;0.931998903208116;0.044968467233343;0.023032629558541;3399;164;84;2019;1;2236
3;2;0.877875136911282;0.063253012048193;0.058871851040526;3206;231;215;2019;1;2241
2;3;0.354229400492746;0.264440186148371;0.381330413358883;1294;966;1393;2019;1;2242
3;1;0.753225363711227;0.135602525391161;0.111172110897612;2744;494;405;2019;1;2244
1;3;0.300247456695078;0.250206213912565;0.449546329392356;1092;910;1635;2019;1;2245
0;3;0.145833333333333;0.14172149122807;0.712445175438597;532;517;2599;2019;1;2247
0;1;0.262811729240888;0.345848177582899;0.391340093176213;959;1262;1428;2019;1;2258
0;1;0.497938994229184;0.246771090959055;0.255289914811761;1812;898;929;2019;1;2268
2;3;0.578012215435869;0.238478622987229;0.183509161576902;2082;859;661;2019;1;2235
0;1;0.327136514983352;0.263041065482797;0.409822419533851;1179;948;1477;2019;1;2237
0;1;0.162124965593174;0.20616570327553;0.631709331131296;589;749;2295;2019;1;2238
1;2;0.676380793782959;0.210380238689981;0.113238967527061;2437;758;408;2019;1;2239
3;1;0.927700831024931;0.046260387811634;0.026038781163435;3349;167;94;2019;1;2243
1;3;0.058103104528624;0.103674166904016;0.83822272856736;204;364;2943;2019;1;2255
2;1;0.589779005524862;0.181491712707182;0.228729281767956;2135;657;828;2019;1;2256
1;3;0.127207505518764;0.137141280353201;0.735651214128035;461;497;2666;2019;1;2295
0;1;0.113024159955568;0.167175784504304;0.719800055540128;407;602;2592;2019;1;2296
2;2;0.646211466436185;0.190723134543359;0.163065399020455;2243;662;566;2019;1;2297
5;1;0.988381977897421;0.006234060640408;0.005383961462171;3488;22;19;2019;1;2298
2;0;0.966439135381115;0.023037542662116;0.010523321956769;3398;81;37;2019;1;2299
2;2;0.24907063197026;0.274521018015442;0.476408350014298;871;960;1666;2019;1;2300
2;1;0.894542353610006;0.074189880613985;0.031267765776009;3147;261;110;2019;1;2301
0;3;0.412183319100484;0.2977512097922;0.290065471107316;1448;1046;1019;2019;1;2303
2;4;0.136931818181818;0.252556818181818;0.610511363636364;482;889;2149;2019;1;2306
0;4;0.084592145015106;0.097775336446031;0.817632518538863;308;356;2977;2019;1;2307
4;1;0.988423373759647;0.006890848952591;0.004685777287762;3586;25;17;2019;1;2308
1;3;0.791211648465939;0.130005200208008;0.078783151326053;3043;500;303;2019;1;1960
1;1;0.94394445872975;0.034456158395475;0.021599382874775;3671;134;84;2019;1;1961
0;3;0.011111111111111;0.018863049095607;0.970025839793282;43;73;3754;2019;1;1962
1;2;0.577702702702703;0.245322245322245;0.176975051975052;2223;944;681;2019;1;1963
3;1;0.94142042509072;0.039398652151374;0.019180922757906;3632;152;74;2019;1;1981
0;2;0.870160041300981;0.088797108931337;0.041042849767682;3371;344;159;2019;1;1982
0;0;0.021686746987952;0.041499330655957;0.936813922356091;81;155;3499;2019;1;1989
1;1;0.364345114345114;0.380197505197505;0.25545738045738;1402;1463;983;2019;1;1990
1;1;0.111371324486079;0.169138693728858;0.719489981785064;428;650;2765;2019;1;1991
0;2;0.194214876033058;0.247933884297521;0.557851239669422;705;900;2025;2019;1;2280
2;2;0.566281628162816;0.214796479647965;0.218921892189219;2059;781;796;2019;1;2282
0;1;0.704564315352697;0.219363762102351;0.076071922544952;2547;793;275;2019;1;2286
3;1;0.04830251173061;0.105713497101849;0.845983991167541;175;383;3065;2019;1;2288
1;1;0.953603976801988;0.032863849765258;0.013532173432753;3453;119;49;2019;1;2289
1;1;0.111633047803261;0.198121027908262;0.690245924288478;404;717;2498;2019;1;2290
1;1;0.074861878453039;0.109116022099448;0.816022099447514;271;395;2954;2019;1;2294
3;0;0.454595487066593;0.267749036873968;0.277655476059439;1652;973;1009;2019;1;2304
0;3;0.0360970107163;0.049351381838692;0.914551607445008;128;175;3243;2019;1;2309
3;1;0.948051948051948;0.037303122409505;0.014644929538547;3431;135;53;2019;1;2312
0;0;0.611531986531986;0.259680134680135;0.128787878787879;1453;617;306;2019;1;2324
3;3;0.314791403286978;0.27180783817952;0.413400758533502;747;645;981;2019;1;2325
2;0;0.601342845153168;0.286613512379354;0.112043642467478;1433;683;267;2019;1;2328
3;3;0.8972001671542;0.076055160885917;0.026744671959883;2147;182;64;2019;1;2329
3;0;0.618744816145977;0.187171689245231;0.194083494608792;2238;677;702;2019;1;2335
0;3;0.92670598146588;0.045071609098568;0.028222409435552;2200;107;67;2019;1;2340
4;0;0.879834254143646;0.077624309392265;0.042541436464088;3185;281;154;2019;1;2342
1;5;0.093596059113301;0.120689655172414;0.785714285714286;228;294;1914;2019;1;2347
3;0;0.958659217877095;0.029050279329609;0.012290502793296;3432;104;44;2019;1;2318
1;3;0.037068004459309;0.046822742474916;0.916109253065775;133;168;3287;2019;1;2319
2;0;0.9398891966759;0.037119113573407;0.022991689750693;3393;134;83;2019;1;2320
1;1;0.39727550736725;0.376424798443147;0.226299694189602;1429;1354;814;2019;1;2321
1;1;0.464117484067609;0.29315599889166;0.242726517040731;1675;1058;876;2019;1;2323
3;0;0.835570469798658;0.128076062639821;0.036353467561521;2988;458;130;2019;1;2330
0;0;0.014950166112957;0.025193798449612;0.959856035437431;54;91;3467;2019;1;2331
0;0;0.803626220362622;0.143096234309623;0.053277545327755;2881;513;191;2019;1;2337
2;3;0.007736389684814;0.015472779369628;0.976790830945559;27;54;3409;2019;1;2348
3;2;0.720112517580872;0.184528832630098;0.09535864978903;2560;656;339;2019;1;2316
1;0;0.930848036425726;0.055492316448492;0.013659647125783;3271;195;48;2019;1;2332
1;1;0.928851174934726;0.04177545691906;0.029373368146214;1423;64;45;2019;1;2375
0;3;0.047619047619048;0.058044519582981;0.894336432797971;169;206;3174;2019;1;2382
5;1;0.672453044963005;0.229368241320433;0.098178713716562;2363;806;345;2019;1;2383
0;3;0.863778854374466;0.096038757480764;0.040182388144771;3031;337;141;2019;1;2384
3;0;0.256410256410256;0.354985754985755;0.388603988603989;900;1246;1364;2019;1;2385
1;1;0.748383469215631;0.184143941523756;0.067472589260613;2662;655;240;2019;1;2389
2;1;0.787758571833381;0.126664777557382;0.085576650609238;2780;447;302;2019;1;2390
1;5;0.167926112510495;0.158410299468234;0.673663588021271;600;566;2407;2019;1;2366
2;1;0.840539023020775;0.11650758001123;0.042953396967996;2994;415;153;2019;1;2368
1;1;0.588202404249371;0.248252725747833;0.163544870002796;2104;888;585;2019;1;2369
2;1;0.017133066818961;0.033123929183324;0.949743003997716;60;116;3326;2019;1;2370
0;1;0.021787709497207;0.037988826815643;0.940223463687151;78;136;3366;2019;1;2371
2;0;0.905428091773923;0.068830442081701;0.025741466144376;3236;246;92;2019;1;2386
5;1;0.758668903803132;0.172818791946309;0.068512304250559;2713;618;245;2019;1;2387
3;2;0.632641615255188;0.304262478968031;0.063095905776781;2256;1085;225;2019;1;2388
0;4;0.694078024136963;0.191411731686781;0.114510244176256;2473;682;408;2019;1;2391
0;0;0.936033519553073;0.047206703910615;0.016759776536313;3351;169;60;2019;1;2367
6;0;0.959629941126998;0.032520325203252;0.00784973366975;3423;116;28;2019;1;2372
2;1;0.965902738960313;0.020961430967021;0.013135830072666;3456;75;47;2019;1;2373
3;1;0.931894618834081;0.04932735426009;0.01877802690583;3325;176;67;2019;1;2374
4;2;0.821037463976945;0.103458213256484;0.075504322766571;2849;359;262;2019;1;2392
0;1;0.132847533632287;0.167881165919283;0.69927130044843;474;599;2495;2019;1;2393
2;1;0.28463476070529;0.39434648754548;0.32101875174923;1017;1409;1147;2019;1;2395
0;3;0.099076406381192;0.217464315701091;0.683459277917716;354;777;2442;2019;1;2396
2;3;0.027676824154319;0.031870282359519;0.940452893486162;99;114;3364;2019;1;2397
6;0;0.978089887640449;0.017415730337079;0.004494382022472;3482;62;16;2019;1;2394
1;1;0.144065407386524;0.183817310403158;0.672117282210319;511;652;2384;2019;1;2398
1;3;0.758494804830104;0.15838247683235;0.083122718337546;2701;564;296;2019;1;2399
0;1;0.141490857946554;0.160618846694796;0.69789029535865;503;571;2481;2019;1;2400
1;1;0.936443148688047;0.042857142857143;0.020699708454811;3212;147;71;2019;1;2401
3;1;0.838455032421765;0.106287003101212;0.055257964477023;2974;377;196;2019;1;2402
1;0;0.968855218855219;0.019640852974186;0.011503928170595;3453;70;41;2019;1;2406
2;3;0.096456692913386;0.172384701912261;0.731158605174353;343;613;2600;2019;1;2411
5;2;0.78984485190409;0.143864598025388;0.066290550070522;2800;510;235;2019;1;2413
3;1;0.936002255427121;0.044544685649845;0.019453058923034;3320;158;69;2019;1;2415
2;0;0.937535171637592;0.046989307822172;0.015475520540236;3332;167;55;2019;1;2416
0;1;0.13795045045045;0.192004504504505;0.670045045045045;490;682;2380;2019;1;2417
3;0;0.948465221064489;0.03379329766263;0.017741481272881;3368;120;63;2019;1;2418
5;0;0.847405329593268;0.108555399719495;0.044039270687237;3021;387;157;2019;1;2419
4;1;0.471877704066917;0.308047303143928;0.220074992789155;1636;1068;763;2019;1;2420
3;0;0.182048396173326;0.214406302757456;0.603545301069218;647;762;2145;2019;1;2454
1;1;0.012363023321158;0.034560269738691;0.953076706940152;44;123;3392;2019;1;2461
3;1;0.09433962264151;0.147845677274007;0.757814700084483;335;525;2691;2019;1;2465
3;1;0.943653955606147;0.033295389869095;0.023050654524758;3316;117;81;2019;1;2451
5;0;0.545274476513865;0.204584040747029;0.250141482739106;1927;723;884;2019;1;2463
1;2;0.105293113261241;0.099032441661924;0.795674445076836;370;348;2796;2019;1;2464
2;4;0.27424844015882;0.204197390811117;0.521554169030062;967;720;1839;2019;1;2466
1;1;0.768660968660969;0.13988603988604;0.091452991452992;2698;491;321;2019;1;2467
1;2;0.740108169655565;0.156561343580985;0.10333048676345;2600;550;363;2019;1;2468
5;0;0.422398589065256;0.310111699000588;0.267489711934156;1437;1055;910;2019;1;2469
0;4;0.085738539898133;0.104980192416525;0.809281267685342;303;371;2860;2019;1;2470
1;1;0.452482269503546;0.219574468085106;0.327943262411347;1595;774;1156;2019;1;2471
2;0;0.867838910947249;0.095008508224617;0.037152580828134;3060;335;131;2019;1;2445
2;0;0.917683792222538;0.061595231336929;0.020720976440534;3233;217;73;2019;1;2446
2;1;0.968474865095144;0.023004828173814;0.008520306731042;3410;81;30;2019;1;2447
0;1;0.096691386195094;0.140330861380491;0.762977752424415;339;492;2675;2019;1;2448
1;3;0.93936806148591;0.043837176202676;0.016794762311415;3300;154;59;2019;1;2449
2;1;0.915432801822323;0.060079726651481;0.024487471526196;3215;211;86;2019;1;2450
1;4;0.018408382894364;0.060889266496743;0.920702350608893;65;215;3251;2019;1;2452
0;1;0.042710706150342;0.049259681093394;0.908029612756264;150;173;3189;2019;1;2453
1;1;0.220583898554998;0.19964612208788;0.579769979357122;748;677;1966;2019;1;2497
3;1;0.940864492177141;0.043224608857067;0.015910898965792;3548;163;60;2019;1;1959
3;1;0.972524624157595;0.022550544323484;0.004924831518922;3752;87;19;2019;1;1988
3;2;0.839068564036222;0.09987063389392;0.061060802069858;3243;386;236;2019;1;1992
1;1;0.877297437224955;0.073000258866166;0.049702303908879;3389;282;192;2019;1;1993
3;3;0.386504653567735;0.343071354705274;0.270423991726991;1495;1327;1046;2019;1;1994
2;1;0.567427385892116;0.246109958506224;0.18646265560166;2188;949;719;2019;1;1995
2;1;0.373409504024929;0.463256297065697;0.163334198909374;1438;1784;629;2019;1;1996
2;1;0.055771725032426;0.120622568093385;0.823605706874189;215;465;3175;2019;1;1998
2;2;0.639501686997145;0.233843758110563;0.126654554892292;2464;901;488;2019;1;2000
0;0;0.904325408192495;0.059581781724434;0.036092810083071;3157;208;126;2019;1;2493
2;0;0.949606757937664;0.030002912904166;0.020390329158171;3260;103;70;2019;1;2494
0;4;0.046013146613318;0.100885967419263;0.853100885967419;161;353;2985;2019;1;2495
6;0;0.724570096181871;0.184494316525794;0.090935587292335;2486;633;312;2019;1;2499
2;5;0.121866897147796;0.11869778161913;0.759435321233074;423;412;2636;2019;1;2502
1;0;0.90530303030303;0.06993006993007;0.0247668997669;3107;240;85;2019;1;2503
3;1;0.51034683765666;0.290585835033518;0.199067327309822;1751;997;683;2019;1;2505
1;2;0.178365937859609;0.191887226697353;0.629746835443038;620;667;2189;2019;1;2507
1;1;0.238258877434135;0.260309278350515;0.501431844215349;832;909;1751;2019;1;2509
2;4;0.936926605504587;0.044438073394495;0.018635321100918;3268;155;65;2019;1;2479
1;4;0.856979077099455;0.105474347950702;0.037546574949842;2990;368;131;2019;1;2496
1;0;0.106876790830946;0.10974212034384;0.783381088825215;373;383;2734;2019;1;2498
1;4;0.225222551928783;0.207715133531157;0.567062314540059;759;700;1911;2019;1;2500
2;1;0.968874928612222;0.019417475728155;0.011707595659623;3393;68;41;2019;1;2501
1;0;0.172027570361861;0.201321079839173;0.626651349798966;599;701;2182;2019;1;2504
0;0;0.93516924842226;0.04302925989673;0.02180149168101;3260;150;76;2019;1;2506
4;1;0.134251290877797;0.19104991394148;0.674698795180723;468;666;2352;2019;1;2510
1;1;0.010031527658355;0.024362281456005;0.96560619088564;35;85;3369;2019;1;2511
3;1;0.982260371959943;0.010872675250358;0.0068669527897;3433;38;24;2019;1;2487
2;2;0.194912832237782;0.176050300085739;0.629036867676479;682;616;2201;2019;1;2530
1;1;0.573588134626355;0.221049629207074;0.205362236166572;2011;775;720;2019;1;2531
0;0;0.705495134516314;0.166285060103034;0.128219805380653;2465;581;448;2019;1;2532
2;0;0.890799656061909;0.05646316996274;0.052737173975351;3108;197;184;2019;1;2533
3;1;0.655686049842452;0.201088513319966;0.143225436837582;2289;702;500;2019;1;2534
3;3;0.036884036588964;0.05340808498082;0.909707878430215;125;181;3083;2019;1;2536
6;1;0.564058469475494;0.226425910002866;0.209515620521639;1968;790;731;2019;1;2537
2;2;0.349870949240034;0.321766561514196;0.32836248924577;1220;1122;1145;2019;1;2544
3;0;0.155025051576776;0.120837017388742;0.724137931034483;526;410;2457;2019;1;2520
3;4;0.452296819787986;0.32979976442874;0.217903415783274;1536;1120;740;2019;1;2521
3;0;0.28243601059135;0.22594880847308;0.491615180935569;960;768;1671;2019;1;2522
0;0;0.283240387437628;0.194599354270619;0.522160258291752;965;663;1779;2019;1;2523
3;2;0.941487797706557;0.041164363422523;0.01734783887092;3202;140;59;2019;1;2535
0;1;0.69;0.190588235294118;0.119411764705882;2346;648;406;2019;1;2538
1;1;0.902969714789768;0.052925610114672;0.04410467509556;3071;180;150;2019;1;2539
0;4;0.147179788484136;0.106933019976498;0.745887191539365;501;364;2539;2019;1;2546
0;2;0.788563049853372;0.127859237536657;0.083577712609971;2689;436;285;2019;1;2551
0;0;0.733727810650887;0.174260355029586;0.092011834319527;2480;589;311;2019;1;2540
0;2;0.162178159218704;0.176383545427641;0.661438295353655;548;596;2235;2019;1;2543
5;1;0.741582988777318;0.083874778499705;0.174542232722977;2511;284;591;2019;1;2550
1;5;0.1510663507109;0.139810426540284;0.709123222748815;510;472;2394;2019;1;2556
2;1;0.279303218187186;0.232949512843224;0.48774726896959;946;789;1652;2019;1;2557
4;2;0.146327014218009;0.16824644549763;0.68542654028436;494;568;2314;2019;1;2558
5;1;0.859462651313847;0.087097726601713;0.053439622084441;2911;295;181;2019;1;2559
8;1;0.836885731201895;0.099763173475429;0.063351095322676;2827;337;214;2019;1;2560
2;1;0.871597633136095;0.075443786982249;0.052958579881657;2946;255;179;2019;1;2562
0;2;0.026991614255765;0.04559748427673;0.927410901467505;103;174;3539;2019;1;2006
2;0;0.332193582325092;0.398737506575487;0.269068911099421;1263;1516;1023;2019;1;2008
1;1;0.295407098121086;0.237734864300626;0.466858037578288;1132;911;1789;2019;1;2015
4;2;0.326831839746969;0.263837638376384;0.409330521876647;1240;1001;1553;2019;1;2016
2;3;0.429173249078462;0.274091627172196;0.296735123749342;1630;1041;1127;2019;1;2020
1;1;0.184736842105263;0.214473684210526;0.600789473684211;702;815;2283;2019;1;2021
0;0;0.758104058839553;0.141378371016072;0.100517570144375;2783;519;369;2019;1;2023
1;3;0.891052631578947;0.073684210526316;0.035263157894737;3386;280;134;2019;1;2027
1;0;0.819560669456067;0.088912133891213;0.09152719665272;3134;340;350;2019;1;2028
2;0;0.877299001576458;0.076720966894377;0.045980031529165;3339;292;175;2019;1;2007
3;1;0.805584826132771;0.115121180189673;0.079293993677555;3058;437;301;2019;1;2009
1;1;0.994324324324324;0.003783783783784;0.001891891891892;3679;14;7;2019;1;2011
7;0;0.963655517513827;0.024229654990782;0.012114827495391;3659;92;46;2019;1;2026
3;1;0.412573673870334;0.300870053325849;0.286556272803817;1470;1072;1021;2019;1;2032
1;3;0.116644113667118;0.180514208389716;0.702841677943166;431;667;2597;2019;1;2033
1;2;0.141913319238901;0.200317124735729;0.65776955602537;537;758;2489;2019;1;2035
1;0;0.282279848730416;0.218800648298217;0.498919502971367;1045;810;1847;2019;1;2055
0;0;0.327363708190677;0.407426915986305;0.265209375823018;1243;1547;1007;2019;1;2071
1;0;0.786522911051213;0.107008086253369;0.106469002695418;2918;397;395;2019;1;2034
2;4;0.094344679710533;0.162422942910748;0.743232377378719;352;606;2773;2019;1;2036
1;2;0.639269406392694;0.228310502283105;0.132420091324201;2380;850;493;2019;1;2037
2;0;0.035356347438753;0.06152561247216;0.903118040089087;127;221;3244;2019;1;2038
2;1;0.174217907227616;0.171251348435814;0.654530744336569;646;635;2427;2019;1;2039
2;2;0.253239740820734;0.270518358531317;0.476241900647948;938;1002;1764;2019;1;2040
4;1;0.616061899679829;0.228388473852721;0.155549626467449;2309;856;583;2019;1;2041
4;1;0.830309498399146;0.11392742796158;0.055763073639274;3112;427;209;2019;1;2042
3;0;0.464458804523425;0.331448572967151;0.204092622509424;1725;1231;758;2019;1;2043
1;2;0.721796565389696;0.169088507265522;0.109114927344782;2732;640;413;2019;1;2054
4;3;0.972104144527099;0.022316684378321;0.00557917109458;3659;84;21;2019;1;2056
6;0;0.950806664903465;0.026712509918011;0.022480825178524;3595;101;85;2019;1;2057
2;0;0.800384404173531;0.133168588687534;0.066447007138935;2915;485;242;2019;1;2058
3;1;0.391223404255319;0.355053191489362;0.253723404255319;1471;1335;954;2019;1;2059
0;3;0.848292295472597;0.09054805401112;0.061159650516283;3204;342;231;2019;1;2070
0;0;0.121743753322701;0.202286018075492;0.675970228601808;458;761;2543;2019;1;2104
0;2;0.099388785543449;0.175923465320223;0.724687749136327;374;662;2727;2019;1;2107
0;0;0.181914331041777;0.183500793231095;0.634584875727129;688;694;2400;2019;1;2108
1;3;0.049510193275086;0.096108022239873;0.854381784485041;187;363;3227;2019;1;2098
0;0;0.121067935500925;0.248480042294475;0.6304520222046;458;940;2385;2019;1;2101
1;3;0.088429970876357;0.138204924543288;0.773365104580355;334;522;2921;2019;1;2102
1;1;0.884818133895625;0.081707959936742;0.033473906167633;3357;310;127;2019;1;2103
0;2;0.507537688442211;0.280349113991008;0.212113197566781;1919;1060;802;2019;1;2105
0;4;0.037890832008479;0.051404345521993;0.910704822469528;143;194;3437;2019;1;2106
7;1;0.944805194805195;0.038961038961039;0.016233766233766;3492;144;60;2019;1;2109
2;2;0.893245033112583;0.077615894039735;0.029139072847682;3372;293;110;2019;1;2110
4;0;0.940227453054747;0.042316847394869;0.017455699550384;3555;160;66;2019;1;2111
0;0;0.765884524123385;0.158186132349064;0.075929343527551;2905;600;288;2019;1;2088
2;6;0.790172642762284;0.122709163346614;0.087118193891102;2975;462;328;2019;1;2089
1;2;0.384512683578104;0.360480640854473;0.255006675567423;1440;1350;955;2019;1;2090
3;1;0.062791335344119;0.123937482862627;0.813271181793255;229;452;2966;2019;1;2091
1;2;0.009071504802561;0.021077908217716;0.969850586979722;34;79;3635;2019;1;2092
0;3;0.131003201707577;0.233191035218783;0.635805763073639;491;874;2383;2019;1;2095
2;2;0.94;0.044;0.016;3525;165;60;2019;1;2099
4;0;0.890101117615753;0.066790846194785;0.043108036189463;3345;251;162;2019;1;2100
1;1;0.07364238410596;0.121324503311258;0.805033112582781;278;458;3039;2019;1;2141
2;2;0.94988137603796;0.034994068801898;0.015124555160142;3203;118;51;2020;1;2565
1;3;0.8603707995365;0.094438006952491;0.045191193511008;2970;326;156;2020;1;2567
1;0;0.557725445146468;0.30097645031591;0.141298104537622;1942;1048;492;2020;1;2573
2;1;0.709033005211349;0.173132599884192;0.117834394904459;2449;598;407;2020;1;2574
5;1;0.986412257877999;0.012142237640937;0.001445504481064;3412;42;5;2020;1;2576
3;2;0.959549263218723;0.029471251083502;0.010979485697775;3321;102;38;2020;1;2577
0;0;0.687157287157287;0.214141414141414;0.098701298701299;2381;742;342;2020;1;2579
0;4;0.052178899082569;0.085435779816514;0.862385321100918;182;298;3008;2020;1;2600
5;1;0.116224876201573;0.17215263617827;0.711622487620157;399;591;2443;2020;1;2724
3;0;0.861466821885914;0.10419091967404;0.034342258440047;2960;358;118;2020;1;2725
8;0;0.976197387518142;0.016835994194485;0.006966618287373;3363;58;24;2020;1;2726
1;2;0.25713453698311;0.31537565521258;0.42748980780431;883;1083;1468;2020;1;2727
3;0;0.975201673140126;0.017328951299671;0.007469375560203;3264;58;25;2020;1;2728
2;0;0.613847045191193;0.219003476245655;0.167149478563152;2119;756;577;2020;1;2730
2;3;0.084564147118448;0.107732406602954;0.807703446278598;292;372;2789;2020;1;2731
2;2;0.60203488372093;0.217732558139535;0.180232558139535;2071;749;620;2020;1;2732
